"","TITLE","AUTHORS","PMID","YEAR","DOI","JOURNAL","LANGUAGE","COUNTRY","ABSTRACT"
"694","Aspergillus infections in transplant recipients.","Singh, N","15653818",2005,"10.1128/CMR.18.1.44-69.2005","Clin Microbiol Rev","eng","United States","Aspergillus infections are occurring with an increasing frequency in transplant recipients. Notable changes in the epidemiologic characteristics of this infection have occurred; these include a change in risk factors and later onset of infection. Management of invasive aspergillosis continues to be challenging  and the mortality rate  despite the use of newer antifungal agents  remains unacceptably high. Performing molecular studies to discern new targets for antifungal activity  identifying signaling pathways that may be amenable to immunologic interventions  assessing combination regimens of antifungal agents or combining antifungal agents with modulation of the host defense mechanisms  and devising diagnostic assays that can rapidly and reliably diagnose infections represent areas for future investigations that may lead to further improvement in outcomes."
"695","Invasive aspergillosis in critically ill patients: analysis of risk factors for acquisition and mortality.","Vandewoude, K","15641394",2005,"10.1179/acb.2004.037","Acta Clin Belg","eng","England","                 Label=""OBJECTIVE"" NlmCategory=""OBJECTIVE"":To investigate outcome in patients who develop invasive aspergillosis in the ICU  and to evaluate whether specific risk factors for the acquisition of invasive aspergillosis are associated with mortality.                 Label=""DESIGN"" NlmCategory=""METHODS"":Retrospective cohort study (07/1997-12/1999) with screening of 8988 admissions.                 Label=""SETTING"" NlmCategory=""METHODS"":54-bed ICU of the 1060-bed Ghent University Hospital.                 Label=""PATIENTS"" NlmCategory=""METHODS"":38 ICU patients with invasive aspergillosis. Invasive aspergillosis was defined as proven by positive histology and tissue culture and as probable by a combination of clinical suspicion as well as microbiological and radiological data. Seventeen patients had risk factors (neutropenia  haematological malignancy  immunosuppressive therapy). In the other 21 apparently immunocompetent patients  invasive aspergillosis was a complication following ARDS  COPD  pneumonia  acute liver failure  burns  severe bacterial infection and malnutrition.                 Label=""MEASUREMENTS"" NlmCategory=""METHODS"":Population characteristics and outcome were compared for patients with and without risk factors for the acquisition of invasive aspergillosis.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Patients with risk factors had higher APACHE II scores. No difference was found between patients with and without risk factors in in-hospital mortality (82% vs. 71%; p=0.431). In patients with specific risk factors  the observed mortality was not different from the mortality as expected on basis of the APACHE II (p=0.940). In patients without risk factors the observed mortality exceeded the expected mortality (p&lt;0.001).                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":The incidence of invasive aspergillosis in this series is 4/1000 admissions. No difference in mortality was found between patients with and without risk factors for the acquisition of invasive aspergillosis. Yet  the prognosis of the patients without risk factors seems to alter more seriously by the development of this infection. "
"696","Invasive fungal infections in Kuwait: A retrospective study.","Khan, ZU","15597675",2004,NA,"Indian J Chest Dis Allied Sci","eng","India","A retrospective review of a five year period (1994-1998) revealed that opportunistic mycoses caused by ubiquitous fungal pathogens are a serious problem in the immunocompromised patient population of Kuwait. Patients with renal transplantation and diabetes mellitus were most susceptible to aspergillosis  cryptococcosis  and zygomycosis  whereas patients with candidemia/hematogenous candidiasis had multiple risk factors. Basidiobolomycosis of the rectum in a Bangladeshi male  cryptococcosis due to Cryptococcus neoformans var. gatti in an AIDS patient fungal peritonitis due to Absidia corymbifera in a patient on peritoneal dialysis  and endocarditis due to Aspergillus terreus detected by direct microscopic examination and culture of the blood clot are some of the notable cases diagnosed during the period under review. The predominance of Candida species other than C. albicans as bloodstream pathogens is another noteworthy observation. Although outbreaks of C. parapsilosis candidemia in neonatal intensive care units contributed significantly to this shift in favour of non-albicans Candida species  a surveillance strategy comprising of molecular  epidemiologic and antifungal susceptibility studies is warranted. With the proposed expansion of organ and bone marrow transplantation facilities in Kuwait  the incidence of opportunistic fungal infections is likely to increase."
"697","Predicting outcome after lung resection for invasive pulmonary aspergillosis in patients with neutropenia.","Matt, P","15596674",2004,"10.1378/chest.126.6.1783","Chest","eng","United States","                 Label=""STUDY OBJECTIVES"" NlmCategory=""OBJECTIVE"":To investigate the factors that predict survival after lung resection for invasive pulmonary aspergillosis (IPA) in patients with neutropenia  in order to assist the selection of patients who are most likely to have a successful outcome.                 Label=""DESIGN"" NlmCategory=""METHODS"":Retrospective single-center study.                 Label=""SETTING"" NlmCategory=""METHODS"":University hospital hemato-oncologic isolation unit and division of thoracic surgery.                 Label=""PATIENTS"" NlmCategory=""METHODS"":Forty-one patients with hematologic disease and suspected IPA who underwent lung resection.                 Label=""INTERVENTIONS"" NlmCategory=""METHODS"":Lobectomy (n = 23)  wedge resection (n = 16)  and enucleation (n = 2).                 Label=""RESULTS"" NlmCategory=""RESULTS"":Mortality within 30 days was 10% (4 of 41 patients). Major perioperative complications occurred in 10%. One death was possibly related to surgery (pleural aspergillosis). Of the patients with proven aspergillosis  87.1% were cleared of infection  but fungal relapse occurred in 10%. Overall survival was 65% at 6 months  58% at 12 months  and 40% at 5 years after surgery. Baseline characteristics and intraoperative data did not differ significantly between survivors and nonsurvivors at 6 months or 12 months after surgery. Perioperative complications did not significantly influence the outcome. Multivariate analysis of 12-month survival revealed that the variables  progression  or recurrence of the underlying hematologic disease (relative risk [RR]  4.64; 95% confidence interval [CI]  3.51 to 5.77; p &lt; 0.0001)  fungal relapse (RR  5.06; 95% CI  3.83 to 6.28; p &lt; 0.0001)  and to a minor extent the type of the underlying hematologic disease (p &lt; 0.018) were the most important predictors of patient survival.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Lung resection for IPA is feasible with an acceptable operative risk. While at 10%  the perioperative mortality is considerable; the nonsurgical mortality is reported to be between 30% and 90%. Fungal infection is cleared in &gt; 80% of patients. Mid- to long-term survival can be achieved if the underlying hematologic disease is under control. It is not yet possible to define a group of patients with IPA who are most likely to benefit from lung resection. "
"698","Supportive care.","Wingard, JR","15561693",2004,"10.1182/asheducation-2004.1.372","Hematology Am Soc Hematol Educ Program","eng","United States","To optimize treatment outcomes for hematologic malignancies  minimizing the consequences of treatment complications requires as much skill as the choice of the treatment itself. Myelosuppression and immunosuppression are frequent complications and have potentially serious infectious consequences. Invasive fungal infections and infections from respiratory viruses are increasing in frequency and have life-threatening potential. Damage to vital organs  especially the liver  is another important concern. In this chapter  the scope of invasive fungal and respiratory viral infections  recent insights into the pathogenesis of hepatic sinusoidal injury  and recent developments that impact prevention and treatment approaches for these complications are described. In Section I  Dr. John Wingard describes the advantages and disadvantages of various treatment options for invasive infections by the two chief fungal pathogens  Candida and Aspergillus. Adjunctive therapies and practical considerations that clinicians should weigh in choosing one or another of the various agents are discussed. The studies that have evaluated antifungal prophylaxis and empirical treatment strategies are reviewed. Finally  new approaches such as combination therapy  new diagnostics  and efforts to bolster host immunity are considered. In Section II  Dr. W. Garrett Nichols describes the epidemiology of community-acquired respiratory viruses (CRV) in patients with hematologic malignancies. Risk factors  clinical syndromes  and possible indirect effects of CRV infections are discussed. Treatment and prevention options are reviewed. In Section III  Dr. George McDonald describes sinusoidal obstruction syndrome (once known as hepatic veno-occlusive disease). Recent insights into pathogenesis are described. Diagnostic criteria and the advantages and disadvantages of various diagnostic methods are reviewed and prognosis is considered. Prevention and treatment options are discussed."
"699","Infections and some other conditions affecting the skin and subcutis of the naso-ocular region of cats--clinical experience 1987-2003.","Malik, R","15546771",2004,"10.1016/j.jfms.2004.02.001","J Feline Med Surg","eng","England","Infections of the skin or subcutis of the naso-ocular region develop through two mechanisms. Cases with lesions but without concomitant signs of nasal disease probably result from cat scratch injuries. Under certain circumstances  such lacerations result in the introduction of saprophytic microorganisms in such large numbers that host defence mechanisms are overwhelmed. This results in localised  variably invasive  disease in an otherwise immunocompetent host. An unpredictable range of organisms can give rise to such infections including a variety of fungal and bacterial genera. Causal organisms will likely vary from one geography to another as a result of differences in soil type and related environmental factors. Accordingly  procurement of appropriate tissue specimens for culture and susceptibility testing is essential to guide therapy  as these cases require medical and sometimes surgical intervention in order to effect a favourable outcome. In contrast  patients with naso-ocular lesions and concurrent signs of nasal disease have a different pathogenesis. Primary infection of the sinonasal region likely results from the inhalation of infectious propagules  with the infection subsequently penetrating overlying bones to invade the subcutaneous space. These lesions are typically the result of cryptococcosis or aspergillosis and must be distinguished from invasive nasal malignancies. An approach to the investigation and treatment of these patients is presented together with photographs of representative cases."
"700","Antifungal prophylaxis in solid-organ transplant recipients: considerations for clinical trial design.","Singh, N","15546118",2004,"10.1086/421957","Clin Infect Dis","eng","United States","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":There are several key issues regarding clinical trial design for antifungal prophylaxis in organ transplant recipients.                 Label=""METHODS"" NlmCategory=""METHODS"":The existing and emerging data on the epidemiology and risk factors for invasive mycoses in organ transplant recipients formed the basis for discerning the subgroups that may be targeted for prophylaxis  the unique end points to be considered  and the attributes of currently available drugs that may be suitable candidates for antifungal prophylaxis.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Epidemiological characteristics of invasive mycoses in organ transplant recipients have evolved sufficiently to warrant thoughtful reconsideration of the subsets of patients and the fungal pathogens to be targeted for antifungal prophylactic trials in the current era. Safety and tolerability of antifungal agents and outcome stratified by severity of illness are important end points given the potential for drug interactions with immunosuppressive agents and the fact that a beneficial effect of prophylaxis on outcome has been difficult to document in organ transplant recipients.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Clinical trial design for antifungal prophylaxis must carefully consider the unique issues pertaining to the selection of patients most likely to benefit  as well as the tolerability and drug interactions of antifungal agents in organ transplant recipients. "
"701","Invasive aspergillosis in patients with solid tumors.","Ohmagari, N","15452832",2004,"10.1002/cncr.20647","Cancer","eng","United States","Invasive aspergillosis (IA) has been reported only rarely among patients with solid tumors. In the current study  the authors retrospectively identified 13 episodes of definite or probable IA (using European Organization for Research and Treatment of Cancer criteria) occurring in patients with solid tumors who were treated between 1994-2003. Nine patients had pulmonary IA and three patients were found to have IA of the brain. Seven patients (54%) had primary or metastatic brain tumors and 6 patients (46%) received systemic steroids within 30 days prior to the diagnosis of IA. The majority of patients (69%) had a lymphocyte count &lt; 500/microL but only 1 patient was neutropenic within the 30 days before the diagnosis of IA was made. Nodular infiltrates and cavities were the most common radiologic findings. Seven patients (54%) responded to antifungal treatment."
"702","Aspergillus terreus: an emerging amphotericin B-resistant opportunistic mold in patients with hematologic malignancies.","Hachem, RY","15378491",2004,"10.1002/cncr.20554","Cancer","eng","United States","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive aspergillosis (IA) has emerged as a common cause of morbidity and mortality among immunocompromised patients. At The University of Texas M. D. Anderson Cancer Center (Houston  TX)  Aspergillus terreus is second to A. fumigatus as the most common cause of IA. In the current study  the authors compared the risk factors and outcomes associated with IA caused by A. terreus and IA caused by A. fumigatus.                 Label=""METHODS"" NlmCategory=""METHODS"":The authors retrospectively reviewed the medical records of 300 patients who received care at our institution between 1995 and 2001 and who had cultures that were positive for Aspergillus infection  including 90 patients whose cultures were positive for A. fumigatus and 70 patients whose cultures were positive for A. terreus.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Thirty-two patients with IA caused by A. terreus and 33 patients with IA caused by A. fumigatus were evaluated. The two groups were comparable in terms of age  gender  and underlying disease. Leukemia was the most common underlying malignancy (84%). More than 40% of patients in each group had undergone bone marrow transplantation. There was a trend toward a higher frequency of neutropenia among patients with IA caused by A. terreus (P = 0.12). IA caused by A. terreus was considered to be nosocomial in origin significantly more frequently compared with IA caused by A. fumigatus (P = 0.03). In vitro  A. terreus was found to be more resistant to amphotericin B (minimal inhibitory concentration [MIC90]  4.0 microg/mL) than to antifungal therapy (MIC90  1.0 Hg/mL) in the isolates that were tested (&lt; 50% of all isolates). The overall rate of response to antifungal therapy was 39% for patients with A. fumigatus infection  compared with 28% for patients with A. terreus infection (P = 0.43).                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Despite the decreased in vitro susceptibility of A. terreus (relative to A. fumigatus) to amphotericin B  the two groups within the current patient population had comparably poor responses to amphotericin B preparation and somewhat improved responses to posaconazole. "
"703","A pilot study of targeted itraconazole prophylaxis in patients with graft-versus-host disease at high risk of invasive mould infections following allogeneic stem cell transplantation.","Grigg, AP","15247932",2004,"10.1038/sj.bmt.1704614","Bone Marrow Transplant","eng","England","Patients with severe graft-versus-host disease (GVHD) requiring intensive immunosuppression are at high risk of invasive mould infections (IMI). Prophylaxis with an active  oral antifungal agents with reliable absorption in this context is desirable. A total of 44 patients at high risk of post-engraftment IMI received itraconazole solution 2.5 mg/kg b.d. as prophylaxis. Two of the first nine patients  in whom bioavailability was compromised due to significant vomiting and/or diarrhoea  died of probable or proven invasive aspergillus. None of the subsequent 35 patients  some of whom had severe gut GVHD and who received liposomal amphotericin B prophylaxis until itraconazole was reliably tolerated and absorbed  developed IMI. The overall incidence of IMI was substantially lower than in historical controls. Itraconazole was generally well tolerated  with five patients (11%) ceasing the drug due to intolerance or disturbed liver function. Targeted prophylaxis with oral or parenteral antifungal agents in high-risk allograft recipients appears to be effective in reducing the incidence of IMI."
"704","A multicentre pharmacoepidemiological study of therapeutic practices in invasive fungal infections in France during 1998-1999.","Lortholary, O","15231769",2004,"10.1093/jac/dkh348","J Antimicrob Chemother","eng","England","                 Label=""OBJECTIVE"" NlmCategory=""OBJECTIVE"":To study the pharmacoepidemiology of the prescription of systemic antifungal agents in 48 French haematology  intensive care and infectious diseases units.                 Label=""PATIENTS AND METHODS"" NlmCategory=""METHODS"":Cases of invasive fungal infections (IFI) were identified retrospectively over a 1 year period. Data on underlying condition  IFI diagnosis  antifungal treatment and outcome were collected on the last five cases in each centre. Factors associated with first line therapy and with death were identified by multivariate analysis.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Two hundred and nine cases were included (102 aspergillosis  86 candidiasis  15 cryptococcosis). Amphotericin B  in different formulations  was the first line therapy in 60%  azoles in 32%  combinations in 8%. Haematological malignancies and neutropenia were associated with less frequent initial prescription of azoles [OR = 0.3 (0.1-0.8) and OR = 0.3 (0.1-0.9)  respectively]. In aspergillosis  younger age and neutropenia were associated with less frequent initial prescription of azoles [OR = 0.03 (0.002-0.6) and OR = 0.09 (0.03-0.3)  respectively] and previous history of IFI was associated with a higher probability of azole prescription [OR = 17.2 (2.4-124.3)]. In candidiasis  haematological malignancy and co-prescription of nephrotoxic agents were associated with a less frequent initial prescription of azoles [OR = 0.1 (0.04-0.4) and OR = 0.2 (0.06-0.9)  respectively]. Three factors were associated with a lower risk of death: cryptococcosis [OR = 0.16 (0.03-0.98)]  hospitalization in infectious diseases units [OR = 0.40 (0.16-0.97)] and recent surgery [OR = 0.26 (0.08-0.80)]. Severe renal insufficiency was associated with a higher probability of death [OR = 8.77 (1.97-38.97)].                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Our results emphasize factors associated with the antifungal therapeutic decision and with the outcome of IFI. "
"705","Invasive aspergillosis in critically ill patients without malignancy.","Meersseman, W","15229094",2004,"10.1164/rccm.200401-093OC","Am J Respir Crit Care Med","eng","United States","Using criteria designed for invasive aspergillosis (IA) in patients with cancer  we aimed to determine the impact of IA in patients without malignancy in a medical intensive care unit (ICU). In this retrospective study  127 patients out of 1 850 admissions (6.9%) hospitalized between 2000 and 2003 had microbiological or histopathologic evidence of Aspergillus during their ICU stay. There were 89 cases (70%) without hematologic malignancy. These patients were classified as proven IA (n = 30)  probable IA (n = 37)  possible IA (n = 2)  or colonization (n = 20). In these patients  mean SAPS II score was 52 with a predicted mortality of 48%. The observed mortality was 80% (n = 71). Mortality of the proven and the probable IA was 97 and 87%  respectively. Postmortem examination was done in 46 out of 71 patients  and 27 autopsies (59%) showed hyphael invasion with Aspergillus. Aspergillus infections occurred in five critically ill patients with proven IA who did not have any predisposing factors according to the currently available definitions. Three of these patients had Child C liver cirrhosis. IA is an emerging and devastating infectious disease in patients in the ICU without malignancy. In those patients  host criteria for probable fungal infections should probably be adapted."
"706","Invasive aspergillosis before allogeneic hematopoietic stem cell transplantation: 10-year experience at a single transplant center.","Fukuda, T","15205670",2004,"10.1016/j.bbmt.2004.02.006","Biol Blood Marrow Transplant","eng","United States","Hematopoietic stem cell transplantation (HCT) in patients with prior or active invasive aspergillosis (IA) is a frequent consideration. We reviewed outcomes of 2319 patients who underwent transplantation between 1992 and 2001 in our institution  among whom 45 patients (1.9%) had a known history of IA before HCT. Posttransplantation IA occurred in 13 of these 45 patients with a pretransplantation history (29%). Nine infections were considered recurrent by anatomic site and timing. Compared with all other patients who received allogeneic HCT during the same period  patients with histories of IA had lower overall survival (56% versus 77%; P =.0001) and higher transplant-related mortality (TRM; 38% versus 21%; P =.0001) 100 days after HCT  associated mainly with IA and other pulmonary complications. Among patients with prior IA  posttransplantation IA occurred more frequently in patients who received &lt;1 month of antifungal therapy before HCT (4/6 versus 6/39; P =.001). The probability of posttransplantation IA and overall survival among patients who received &gt;1 month of antifungal therapy and had resolution of radiographic abnormalities were not different from those of patients without prior IA. Patients with prior IA who received conditioning with total body irradiation (TBI) had higher TRM compared with those who received nonmyeloablative and non-total body irradiation-based regimens (16/31 versus 2/14; P =.024). Thus  the duration of antifungal therapy before transplantation  the resolution of radiographic abnormalities  and conditioning regimens are important variables to consider for minimizing the risk for IA recurrence and TRM after allogeneic HCT."
"707","Detection of circulating galactomannan for the diagnosis and management of invasive aspergillosis.","Mennink-Kersten, MA","15172343",2004,"10.1016/S1473-3099(04)01045-X","Lancet Infect Dis","eng","United States","The availability of the Platelia Aspergillus  a sandwich ELISA kit that detects circulating galactomannan  has been a major advance for managing patients at risk for invasive aspergillosis because of the early detection of the antigen. The assay is now widely used throughout the world  including the USA. Although initial studies that assessed the performance characteristics of this assay reported high sensitivity and specificity  more recent studies show significant variation in performance. The causes of this variability are multifactorial and  in large part  cannot be explained because there is insufficient understanding of the kinetics of galactomannan in vivo. We explored some of the factors that affect the release of the aspergillus antigen that bears the epitope that reacts with the monoclonal antibody used in the ELISA  its leakage from the site of infection into the blood  and its binding to substances present in the blood. Factors that affect the detection of antigen in blood are also discussed  most notably the pretreatment procedure aimed at liberating the antigen from immune complexes. Understanding the biology of galactomannan release by aspergillus will greatly enhance our understanding of the kinetics of this and other surrogate markers and allow their optimum use in the management of invasive aspergillosis."
"708","Risk factors for post-engraftment invasive aspergillosis in allogeneic stem cell transplantation.","Thursky, K","15156166",2004,"10.1038/sj.bmt.1704543","Bone Marrow Transplant","eng","England","The majority of invasive aspergillosis (IA) in allogeneic stem cell transplantation (SCT) occurs during the post-engraftment period. We used Cox proportional hazards regression to evaluate post-engraftment IA risk in a cohort of 217 allogeneic SCT recipients from 1991 to 1998. The aim was to quantify the effects of dose-intensity and duration of corticosteroids and other risk factors. Median duration of follow-up was 330 days. There were 19 cases of IA (overall 8.8%) with 14 post-engraftment infections. In the final model  the risk of IA was greatest within 2 weeks of high-dose corticosteroids (HR 8.5  P=0.003)  with risk extending to 4 weeks with doses of 0.25-1 mg/kg/day (HR 3.1  P=0.08). Ganciclovir was associated with greatest risk (HR 13.6). Grade 3 or 4 acute GVHD (HR 5.7) and secondary neutropenia (HR=1.3) were also additive risks. In the univariate analysis  corticosteroid doses of 0.25-1.0 mg/kg/day for any duration between 2 and 10 weeks demonstrated prolonged risk for IA. Moderate doses of corticosteroids can confer an increased risk for IA for extended periods which is almost as marked as that conferred by higher doses. Knowledge of these risks may facilitate the development of targeted surveillance and prophylaxis strategies for prevention of IA."
"709","Vaccinate against aspergillosis! A call to arms of the immune system.","Stevens, DA","15095219",2004,"10.1086/382882","Clin Infect Dis","eng","United States","Invasive aspergillosis is a devastating and increasingly common disease  seen almost exclusively in immunosuppressed patients. Immunizing an immunocompromised host would seem to be a formidable task; however  virulence factors and immunogens of the pathogen have now been identified and could be targeted  mapping of the genome sequence of the pathogen will soon be completed  and the protective host immune responses and cytokine networking are better understood. These facts  together with recent advances in vaccine science  make consideration of such an approach now possible. Some populations that are at risk for aspergillosis might be likely candidates for receiving the first vaccinations against aspergillosis  or vaccination of a stem cell donor might be considered in some circumstances. Successful immunizations have been demonstrated in turkeys and mice."
"710","Risk factors of invasive aspergillosis after heart transplantation: protective role of oral itraconazole prophylaxis.","Muñoz, P","15023157",2004,"10.1111/j.1600-6143.2004.00390.x","Am J Transplant","eng","United States","The study was designed to identify a subset of heart transplant (HT) recipients who could benefit from the administration of targeted antifungal prophylaxis and to evaluate the efficacy of oral itraconazole as the preventive drug. We have analyzed the risk factors for invasive aspergillosis (IA) in our entire population of HT recipients (1988-2002) and also the role of oral itraconazole prophylaxis that was provided to all patients since 1995 [400 mg q.d. of itraconazole oral (PO) for 3-6 months]. There were 24 cases of IA. Our main results indicate that the independent risk factors for IA after heart transplantation are: re-operation (RR 5.8; 95% CI 1.8-18  p=0.002)  cytomegalovirus (CMV) disease (RR 5.2; 95% CI 2-13.9  p=0.001)  post-transplant hemodialysis (RR 4.9; 95% CI 1.2-18  p=0.02)  and the existence of an episode of IA in the HT program 2 months before or after the transplantation date (RR 4.6; 95% CI 1.5-14.4  p=0.007). Itraconazole prophylaxis showed an independent protective value against developing IA (RR 0.2; 95% CI 0.07-0.9  p=0.03) and also determined a significantly prolonged 1-year survival (RR 0.5; 95% CI 0.3-0.8  p=0.01). We believe that antifungal prophylaxis in heart transplant patients should be offered at least to patients with one or more of these predisposing conditions."
"711","Changing strategies for the management of invasive fungal infections.","Rapp, RP","14992487",2004,NA,"Pharmacotherapy","eng","United States","The frequency of invasive fungal infections (IFIs) has increased with the increase in number of high-risk patients. United States trends in mortality due to invasive mycoses showed a striking increase in the past 2 decades. Human immunodeficiency virus-associated opportunistic mycoses accounted for part of the increase  as did mycoses in other immunocompromised populations. Those at-risk populations include recipients of solid organ transplants or hematopoietic stem cell transplants  those with hematologic malignancies  and others receiving immunosuppressive treatment. Infections due to Candida sp are the most common fungal infections. The mortality rate due to invasive aspergillosis has risen steadily  with a 357% increase from 1980-1997. Depending on whether an IFI is possible  probable  or proved  three treatment strategies are available: prophylactic  empiric  and specific. Options for preventing and treating IFIs have increased  with four classes of antifungal agents available: polyenes  azoles  nucleoside analogs  and echinocandins. The effectiveness of the polyene amphotericin B deoxycholate (the standard for &gt; 40 yrs) is limited by toxic effects  notably renal and infusion-related toxicity. Three lipid formulations are approved for the treatment of IFIs in patients refractory to or intolerant of amphotericin B: amphotericin lipid complex  amphotericin B colloidal dispersion  and liposomal amphotericin B. The nucleoside analog class contains only flucytosine--an antimetabolite targeting the nucleus of the fungal cell and generally not given as monotherapy because of frequent development of resistance. The azoles debuted with ketoconazole  followed by fluconazole  itraconazole  and voriconazole. Fluconazole is largely active against Candida sp and Cryptococcus neoformans; itraconazole's activity is largely against moulds  such as Aspergillus  and dimorphic fungi  such as Histoplasma and Blastomyces; and voriconazole is active against both yeasts and moulds. The echinocandin class has one drug approved for clinical use--caspofungin  which targets the fungal cell wall. Deciding which antifungal agent to use involves weighing such clinical factors as mycoses susceptibility and drug toxicity  as well as pharmacoeconomic considerations. Besides the price of the drug  the cost of antifungal therapy includes costs of mortality associated with failed treatment  prolonged hospitalization and treatment related to complications  and additional antifungal treatment to compensate for primary treatment failure."
"712","Aspergillus vertebral osteomyelitis after simultaneous kidney-pancreas transplantation.","Salvalaggio, PR","14987203",2004,"10.1111/j.1399-3062.2003.00030.x","Transpl Infect Dis","eng","Denmark","Aspergillus osteomyelitis is a rare complication of invasive aspergillosis after organ transplantation. This is the report of a 46-year-old man who underwent a simultaneous pancreas and kidney transplantation  complicated by an Aspergillus osteomyelitis and diskitis of the lumbar spine. Prompt diagnosis with needle biopsy  followed by antifungal therapy using caspofungin  a new antifungal agent recommended for the treatment of refractory aspergillosis  in combination with amphotericin B and an early surgical intervention led to clinical resolution of the infection. Reported cases of spinal aspergillosis after transplantation are reviewed in terms of clinical presentation  risk factors  therapeutic options  and outcome."
"713","Invasive aspergillosis in patients with hematologic malignancies.","Wiederhold, NP","14695039",2003,"10.1592/phco.23.15.1592.31965","Pharmacotherapy","eng","United States","Invasive aspergillosis is an increasingly common and often fatal opportunistic fungal infection in patients with hematologic malignancies. Prolonged and profound neutropenia remains a key risk factor for the development of invasive aspergillosis. However  qualitative deficiencies in host immune responses resulting from prolonged corticosteroid therapy  graft-versus-host disease  and cytomegalovirus infection are important risk factors for the recurrence and progression of Aspergillus infections after bone marrow recovery. Early diagnosis of invasive aspergillosis remains a challenge  and few tools are available for monitoring its course once the diagnosis is established. Even with the recent introduction of new antifungal therapies  mortality in patients with invasive aspergillosis remains high  and uniformly effective prophylaxis or preemptive therapeutic strategies are lacking. Strategies such as combination antifungal therapy and immunotherapy often are used as first-line treatment approaches in patients with documented invasive aspergillosis despite a paucity of clinical trial data. Recent advances in our understanding of the epidemiology  pathogenesis  and treatment of invasive aspergillosis in patients with hematologic malignancies are reviewed. The problems and controversies associated with defining optimal treatment strategies for invasive aspergillosis in this heavily immunocompromised population are highlighted."
"714","Invasive fungal infections are responsible for one-fifth of the infectious deaths in children with ALL.","Grigull, L","14641615",2003,"10.1046/j.0933-7407.2003.00931.x","Mycoses","eng","Germany","The following report will discuss in detail all lethal invasive fungal infections (IFI) that occurred in a group of 2021 children with acute lymphoblasic leukaemia (ALL). The German ALL-Berlin-Frankfurt-Muenster (BFM) study group is one of the largest cooperation for the treatment of childhood ALL. Between 1995 and 2000  2021 children with ALL received chemotherapy according to the German BFM 95 protocols (ALL-BFM 95). This population was retrospectively screened  whether a lethal fungal infection occurred: totally  in this group  43 of 2021 (2.1%) children died because of infections. Nine of 43 (21%) patients died in the context of an IFI: six fatal Aspergillus infections and three fatal yeast infections were reported. The following report will focus on the nine children with ALL who died from IFI. The underlying risk factors (RF) included neutropenia (seven of nine patients) and steroid medication (nine of nine patients). Seven of nine children had additional medical complications (e.g. liver failure  haemolytic uraemic syndrome and acute renal failure). In six of nine children the fungal infection was progressive despite intravenous antimycotic therapy  three patients received no antifungal therapy  as IFI was not considered. The progression of IFI despite antimycotic therapy illustrates the inherent problems of diagnosis and the need for innovative therapeutic modalities. The high percentage (21%) of death from IFI among lethal infections in paediatric ALL patients illustrates the relevance of fungi in this group of patients. On the contrary  the total number of IFI in paediatric ALL patients remains to be determined  as only lethal infections were included in this report."
"715","Prevention of invasive fungal infections in liver transplant recipients: the role of prophylaxis with lipid formulations of amphotericin B in high-risk patients.","Fortún, J","14563893",2003,"10.1093/jac/dkg450","J Antimicrob Chemother","eng","England","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive fungal infections (IFI) are associated with high mortality in liver transplant recipients. Prevention remains an elusive goal  especially for IFI caused by moulds.                 Label=""PATIENTS AND METHODS"" NlmCategory=""METHODS"":From January 1998  patients who fulfilled four or more variables identified as risk factors for IFI received a cumulative dose of 1-1.5 g of lipid formulations of amphotericin B (L-AmpB; AmBisome or Abelcet). The development of IFI in these patients was compared with historical patients.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Two hundred and eighty liver transplant recipients were analysed over a period of 8 years. In the historical group  IFI were observed in 22 of 131 patients (17%) and invasive aspergillosis in 13 of them (10%). After January 1998  IFI were observed in nine of 149 (6%) (P &lt; 0.01) and invasive aspergillosis in six patients (4%) (P = 0.08). In patients with four or more risk factors (high risk) for IFI  the administration of L-AmpB reduced the risk from 36% to 14% (P = 0.07)  and the risk of aspergillosis from 23% to 5% (P = 0.08). Notably  prophylaxis reduced the risk of aspergillosis from 32% to 0% in dialysed patients (P = 0.03). Variables independently associated with IFI in high-risk patients were dialysis [odds ratio (OR) 3.9; 95% confidence interval (CI) 1-16.7] and surgical reintervention (OR 5.4; 95% CI 1.2-24.6)  while L-AmpB was a protective factor in this multivariate analysis (OR 0.1; 95% CI 0.02-0.8). The analysis in these high-risk patients was not able to demonstrate an association between the administration of L-AmpB and higher survival.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Selected risk factors are good predictors of IFI in liver transplant recipients. The administration of L-AmpB in high-risk patients is independently associated with a reduction of IFI. "
