,X,STUDY_ID,REVIEWERS,INCLUDE,TITLE,AUTHORS,PMID,YEAR,DOI,JOURNAL,LANGUAGE,COUNTRY,ABSTRACT
65,537,537,Elena,NO,Clinical characteristics of 45 patients with invasive pulmonary aspergillosis: retrospective analysis of 1711 lung cancer cases.,"Yan, X",19637340,2009,10.1002/cncr.24559,Cancer,eng,United States,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":: Invasive aspergillosis (IA) is a common complication in patients with hematologic malignancies. Patients with solid tumors also are at risk for IA because they may develop neutropenia as a result of chemotherapy and radiotherapy. However  studies of IA in patients with solid tumors are rare. In this study  the risk factors and clinical characteristics of pulmonary infection and death mediated by invasive pulmonary aspergillosis (IPA) as complications in patients with lung cancer were determined.                 Label=""METHODS"" NlmCategory=""METHODS"":: The authors conducted a retrospective analysis of the clinical notes from 45 patients who had IPA.                 Label=""RESULTS"" NlmCategory=""RESULTS"":: Among 1711 patients with lung cancer  45 patients contracted pulmonary aspergillosis (2.63%). There were 10 cases of proven disease and 35 cases of probable disease. In univariate analysis  the main predisposing factors were clinical stage IV disease (P = .018)  chemotherapy during the month preceding infection (P = .033)  and corticosteroid use (&gt; or =3 days; P = .038). In multivariate analysis  only clinical stage IV disease (P = .018) was associated with IPA. Furthermore  the mortality rate among lung cancer patients who had pulmonary aspergillosis was 51.1% (23 of 45 patients). Of the patients who died  corticosteroid therapy (P = .001) and grade 3/4 neutropenia (P = .013) were correlated statistically with pulmonary aspergillosis in patients with lung cancer.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":: In univariate analysis  the risk factors for IPA in lung cancer included chemotherapy and corticosteroid use in the month preceding infection and clinical stage IV disease. However  in multivariate analysis  only clinical stage IV disease was identified as a risk factor for IPA. Cancer 2009. (c) 2009 American Cancer Society. "
66,539,539,Elena,NO,A risk profile for invasive aspergillosis in liver transplant recipients.,"Rosenhagen, M",19629387,2009,10.1007/s15010-008-8124-x,Infection,eng,Germany,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Given the high incidence (1.5%-10%) of invasive aspergillosis (IA) after liver transplantation and the associated mortality  prophylaxis according to the patients' circumstances is a reasonable approach. The purpose of this investigation was to determine the effect and significance of risk factors for IA in a specialized transplantation center.                 Label=""METHODS"" NlmCategory=""METHODS"":We collected data from patients who underwent liver transplantation at the Transplantation Center of the University Hospital Heidelberg (Germany) between December 2001 and December 2004 in a specifically designed database for retrospective analysis. Invasive aspergillosis was defined according to the European Organization for Research and Treatment of Cancer classifications. Univariate analysis and logistic regression were performed to assess the influence of each assumed risk factor.                 Label=""RESULTS"" NlmCategory=""RESULTS"":A total of 195 liver transplantations were performed in 170 patients  with two patients (1.2%) developing a proven IA  seven (4.1%) developing a probable IA  and five developing a possible IA (2.9%). All patients received oral itraconazole prophylaxis. Of these 14 patients with proven  probable or possible IA  13 died within 4 weeks after the initial diagnosis; this represents 33.3% of all patients with a fatal outcome. Univariate significant factors were retransplantation (p = 0.004)  cytomegalovirus (CMV) infection (p = 0.024)  dialysis (p &lt; 0.001)  renal insufficiency (p = 0.05)  thrombocytopenia (p = 0.001)  and leukocytopenia (p = 0.002). Multivariate analysis showed an independent influence of CMV infection (OR 6.032  95% CI 1.446-25.163) and dialysis (OR 14.985  95%CI 2.936-76.486).                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":The rate of IA found in this investigation is within the range reported in published studies. Based on our data  extended antifungal prophylaxis should be given to liver transplant patients with specific risk factors  such as renal insufficiency  requirement for dialysis  CMV infection  or thrombocytopenia. Additional focus should be on the prevention of CMV infections. "
67,555,555,Elena,MAYBE,Risk factors for invasive aspergillosis and related mortality in recipients of allogeneic SCT from alternative donors: an analysis of 306 patients.,"Mikulska, M",19308042,2009,10.1038/bmt.2009.39,Bone Marrow Transplant,eng,England,Invasive aspergillosis (IA) is a serious complication in patients undergoing allogeneic haematopoietic stem cell transplantation (HSCT)  particularly from donors other than HLA-identical sibling. All 306 patients who underwent alternative donor HSCT between 01 January 1999 and 31 December 2006 were studied. Late IA was defined as occurring &gt;or=40 days after HSCT. The median follow-up was 284 days (range  1-2709). Donors were matched unrelated (n=185)  mismatched related (n=69)  mismatched unrelated (n=35) and unrelated cord blood (n=17). According to European Organization for Research and Treatment of Cancer/Mycoses Study Group criteria  2 patients already had IA at HSCT  23 had early IA and 20 had late IA (IA incidence 15%). Eight patients had proven and 37 probable IA. Multivariate analyses showed that significant predictors of IA were delayed neutrophil engraftment  extensive chronic GVHD (cGVHD)  secondary neutropenia and relapse after transplant. Early IA was associated with active malignancy at HSCT  CMV reactivation and delayed lymphocyte engraftment. Late IA was predicted by cGVHD  steroid therapy  secondary neutropenia and relapse after HSCT. IA-related mortality among IA patients was 67% and was influenced by use of anti-thymocyte globulin  steroids  higher levels of creatinine  and lower levels of IgA and platelets. The outcome of IA depends on the severity of immunodeficiency and the status of the underlying disease.
68,614,614,Elena,NO,High incidence of invasive aspergillosis associated with intestinal graft-versus-host disease following nonmyeloablative transplantation.,"Labbé, AC",17889356,2007,10.1016/j.bbmt.2007.06.013,Biol Blood Marrow Transplant,eng,United States,Invasive aspergillosis (IA) remains a major complication following allogeneic hematopoietic stem cell transplant (HSCT). In contrast to conventional HSCT  few investigators have examined risk factors of IA associated with nonmyeloablative (NMA) regimens characterized by outpatient administration  immunosuppression rather than cytoreduction  and short duration of neutropenia posttransplant. We report our results on a cohort of 125 patients treated homogenously who received a 6/6 matched sibling NMA HSCT designed to be performed on an outpatient basis. Conditioning regimen included fludarabine (30 mg/m(2) x 5 days) and cyclophosphamide (300 mg/m(2) x 5 days) followed by reinfusion of a minimum of 4 x 10(6) CD34(+) cells/kg. Acute graft-versus-host disease (aGVHD) prophylaxis consisted of tacrolimus and mycophenolate mofetil (MMF). Overall  13 patients developed IA (5 proved  6 probable  2 possible) 44-791 days (median 229) after NMA HSCT  with a risk of 7% at 1  11% at 2  and 15% at 3 years. Patients who suffered from IA had poorer overall survival (crude hazard ratio 2.3; 95% confidence interval [CI] 1.0-5.4; P = .045). Intestinal aGVHD or chronic GVHD (cGVHD) was significantly associated with IA at 1 (27% versus 3%  P = .003)  2 (27% versus 8%  P = .01)  and 3 years (37% versus 10%  P = .005). The use of daclizumab was also significantly associated with IA at 3 years (47% versus 12%  P = .02). Age  sex  diagnosis  previous autologous transplant  duration of neutropenia  occurrence of cytomegalovirus viremia  duration of steroids or MMF intake  aGVHD  cGVHD  and cumulative number of days spent in hospital were not associated with IA. After multivariate analysis  intestinal GVHD remained the only statistically significant risk factor for IA at 1 (P = .003)  2 (P = .01)  and 3 years (P = .005). We conclude that in NMA HSCT  the risk of IA increases over time and is significantly associated with intestinal GVHD. Because there is currently no surrogate in vitro markers of immunocompetence following NMA HSCT  this clinical finding is of particular importance to identify a population at higher risk who should be targeted for antimold prophylaxis.
69,616,616,Elena,YES,Aspergillus infection in lung transplant patients: incidence and prognosis.,"Iversen, M",17874329,2007,10.1007/s10096-007-0376-3,Eur J Clin Microbiol Infect Dis,eng,Germany,Lung transplant recipients experience a particularly high incidence of Aspergillus infection in comparison with other solid-organ transplantations. This study was conducted to determine the incidence of Aspergillus colonisation and invasive aspergillosis  and the impact on long-term survival associated with Aspergillus infection. A retrospective study of 362 consecutive lung transplant patients from a single national centre who were transplanted 1992-2003 were studied. Twenty-seven patients were excluded due to incomplete or missing files. A total of 105/335 (31%) patients had evidence of Aspergillus infection (colonisation or invasion)  including 83 (25%) patients with colonisation and 22 (6%) patients with radiographic or histological evidence of invasive disease. Most of the infections occurred within the first 3 months after transplantation. Cystic fibrosis (CF) patients had higher incidences of colonisation and invasive disease [15 (42%) and 4 (11%) of 36 patients] than non-CF patients [68 (23%) and 18 (6%) of 299 patients] (P = 0.01). Invasive aspergillosis was associated with 58% mortality after 2 years  whereas colonisation was not associated with early increased mortality but was associated with increased mortality after 5 years compared to non-infected patients (P &lt; 0.05). An analysis of demographic factors showed that donor age [OR 1.40 per decade (95% CI 1.10-1.80)]  ischaemia time [OR 1.17 per hour increase (95% CI 1.01-1.39)]  and use of daclizumab versus polyclonal induction [OR 2.05 (95% CI 1.14-3.75)] were independent risk factors for Aspergillus infection. Invasive aspergillosis was associated with early and high mortality in lung transplant patients. Colonisation with Aspergillus was also associated with a significant increase in mortality after 5 years. CF patients have a higher incidence of Aspergillus infection than non-CF patients.
70,618,618,Elena,contact,Risk factors and attributable mortality of late aspergillosis after T-cell depleted hematopoietic stem cell transplantation.,"Mihu, CN",17662036,2007,10.1111/j.1399-3062.2007.00272.x,Transpl Infect Dis,eng,Denmark,"                 Label=""AIM"" NlmCategory=""OBJECTIVE"":Invasive aspergillosis occurs in 5-15% of allogeneic hematopoietic stem cell transplant (HSCT) recipients. Through the 1990s there has been an increase in the incidence of late aspergillosis (LA). We report on the incidence  risk factors  and attributable mortality of LA in a cohort of 398 adult and pediatric patients at Memorial Sloan-Kettering Cancer Center from January 1999 through December 2003.                 Label=""METHODS"" NlmCategory=""METHODS"":LA was defined as occurring &gt; 40 days post HSCT. LA cases were identified by prospective surveillance and examination of a computerized database. Probable or definite aspergillosis was defined by standard EORTC/MSG criteria. Mortality was attributed to LA if it caused or significantly contributed to death.                 Label=""RESULTS"" NlmCategory=""RESULTS"":The overall incidence of LA in our cohort was 4.1%. Median time from stem cell infusion to diagnosis of LA was 164 days (range 68-677) after HSCT. The incidence of LA among unmodified  T-cell depleted  or reduced intensity HSCT was 2.2%  4%  and 6.8%  respectively (P not significant). Risk factors for LA were grade II-IV acute graft-versus-host disease (GVHD) (P=0.002)  chronic GVHD (P=0.01)  secondary neutropenia (P=0.02)  and reduced intensity conditioning containing alemtuzumab (P=0.01). LA was the immediate cause of death in 1 of 10 (10%) T-cell depleted  2 of 2 (100%) unmodified  and 1 of 4 (25%) of reduced-intensity HSCT.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":LA developed a median 164 days post HSCT. All-cause 30-day mortality of LA was 56.3%. The majority of LA cases died of concurrent infections and not from invasive aspergillosis. "
71,636,636,Elena,NO,Risk factors for invasive aspergillosis in living donor liver transplant recipients.,"Osawa, M",17394155,2007,10.1002/lt.21099,Liver Transpl,eng,United States,Invasive aspergillosis (IA) is a severe complication of liver transplantation. Risk factors for IA after deceased donor liver transplantation (DDLT) have been presented in several reports  but are not well established for living donor liver transplant recipients. Here  a retrospective case-control study was performed. Five cases with IA were investigated after living donor liver transplantation (LDLT) between January 1999 and December 2002 at Kyoto University Hospital. For comparison  living donor liver transplant recipients without IA were taken as controls. These patients had undergone LDLT 1 month before or after each IA case and had the same survival times as the latter. We evaluated the clinical and laboratory findings for both groups up until their demise. Patients with IA after LDLT had a very poor prognosis. By univariate analysis  risk factors for IA were preoperative intensive care unit stay (P = 0.02) and preoperative steroid administration (P = 0.02). Preoperative steroid administration for fulminant hepatitis possibly predisposed to the development of IA after LDLT.
72,640,640,Elena,NO,Invasive aspergillosis following hematopoietic cell transplantation: outcomes and prognostic factors associated with mortality.,"Upton, A",17243056,2007,10.1086/510592,Clin Infect Dis,eng,United States,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive aspergillosis (IA) is a leading cause of infection-related mortality following hematopoietic cell transplantation (HCT). The aim of this study was to determine the probability of survival and prognostic factors associated with outcomes over a long period of time.                 Label=""METHODS"" NlmCategory=""METHODS"":Cases of proven and probable IA diagnosed in HCT recipients at the Fred Hutchinson Cancer Research Center from 1 January 1990 through 31 December 2004 were included. Patient data were collected from a prospectively maintained database and by retrospective clinical chart review. Survival was estimated using Kaplan-Meier curves  and Cox regression models were used for multivariable analyses.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Four hundred five cases were identified. The probability of survival at 90 days after diagnosis was higher for patients identified as having IA between 2002 and 2004 than for patients whose IA was diagnosed in preceding years (45% vs. 22%; P&lt;.001). Risk factors independently associated with all-cause mortality include impairment in pulmonary function before HCT  receipt of human leukocyte antigen-mismatched stem cells  neutropenia  elevated bilirubin and creatinine levels  receipt of corticosteroids at &gt; or =2 mg/kg per day  disseminated and proven IA  and IA occurring &gt;40 days after HCT. Factors associated with a decreased risk of all-cause mortality included receipt of nonmyeloablative conditioning and peripheral blood stem cells. In a subanalysis of attributable mortality restricted to patients receiving antifungal therapy  receipt of voriconazole was independently associated with protection from IA-related death.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":There has been a significant decrease in mortality in patients with a diagnosis of IA following HCT in recent years  coinciding with multiple changes in transplantation practices  including use of nonmyeloablative conditioning regimens  receipt of peripheral blood stem cells  more prompt diagnosis of IA  and use of voriconazole. "
73,681,681,Elena,YES,"Isolation of Aspergillus spp. from the respiratory tract in critically ill patients: risk factors, clinical presentation and outcome.","Garnacho-Montero, J",15987390,2005,10.1186/cc3488,Crit Care,eng,England,"                 Label=""INTRODUCTION"" NlmCategory=""BACKGROUND"":Our aims were to assess risk factors  clinical features  management and outcomes in critically ill patients in whom Aspergillus spp. were isolated from respiratory secretions  using a database from a study designed to assess fungal infections.                 Label=""METHODS"" NlmCategory=""METHODS"":A multicentre prospective study was conducted over a 9-month period in 73 intensive care units (ICUs) and included patients with an ICU stay longer than 7 days. Tracheal aspirate and urine samples  and oropharyngeal and gastric swabs were collected and cultured each week. On admission to the ICU and at the initiation of antifungal therapy  the severity of illness was evaluated using the Acute Physiology and Chronic Health Evaluation II score. Retrospectively  isolation of Aspergillus spp. was considered to reflect colonization if the patient did not fulfil criteria for pneumonia  and infection if the patient met criteria for pulmonary infection and if the clinician in charge considered the isolation to be clinically valuable. Risk factors  antifungal use and duration of therapy were noted.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Out of a total of 1756 patients  Aspergillus spp. were recovered in 36. Treatment with steroids (odds ratio = 4.5) and chronic obstructive pulmonary disease (odds ratio = 2.9) were significantly associated with Aspergillus spp. isolation in multivariate analysis. In 14 patients isolation of Aspergillus spp. was interpreted as colonization  in 20 it was interpreted as invasive aspergillosis  and two cases were not classified. The mortality rates were 50% in the colonization group and 80% in the invasive infection group. Autopsy was performed in five patients with clinically suspected infection and confirmed the diagnosis in all of these cases.                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":In critically ill patients  treatment should be considered if features of pulmonary infection are present and Aspergillus spp. are isolated from respiratory secretions. "
74,691,691,Elena,NO,Aspergillus infections in lung transplant recipients: risk factors and outcome.,"Solé, A",15819861,2005,10.1111/j.1469-0691.2005.01128.x,Clin Microbiol Infect,eng,England,This retrospective study of 251 lung transplant patients aimed to determine the prevalence  clinical presentation and mortality of Aspergillus infection in order to define specific risk factors and to compare survival in patients with and without infection. Aspergillus was isolated from 86 (33%) cases  which involved colonisation (n = 50)  tracheobronchial lesions (n = 17) or invasive aspergillosis (n = 19). Overall  aspergillosis had an impact on survival (p &lt; 0.05); in fact the 5-year mortality rate was substantially higher in single lung transplant recipients with bronchial anastomotic infection  and in those with late-onset infections and chronic rejection. A significant association (p &lt; 0.05) was found between acute rejection and the time at which fungal infection was diagnosed. Aspergillus infection was not related to cytomegalovirus infection or treatment with corticosteroids. The mortality rate for invasive infections was 78% and was related to survival (p &lt; 0.0001); invasive aspergillosis was also associated with chronic rejection (p &lt; 0.05)  but not with high corticosteroid doses (p 0.49) or use of tacrolimus (p 0.73). In conclusion  Aspergillus infection was associated with a reduction in the 5-year survival rate of lung transplant recipients  and this was particularly true for patients infected with the invasive forms and for patients with single lung transplants  bronchial anastomotic infection and chronic rejection. Isolation of Aspergillus spp. from respiratory samples preceded acute rejection  and may be a marker of graft dysfunction and/or airway inflammation. Close monitoring  or even pre-emptive antifungal therapy  is recommended for patients with chronic rejection or bronchial airway mechanical abnormalities and persistent Aspergillus colonisation.
75,695,695,Elena,NO,Invasive aspergillosis in critically ill patients: analysis of risk factors for acquisition and mortality.,"Vandewoude, K",15641394,2005,10.1179/acb.2004.037,Acta Clin Belg,eng,England,"                 Label=""OBJECTIVE"" NlmCategory=""OBJECTIVE"":To investigate outcome in patients who develop invasive aspergillosis in the ICU  and to evaluate whether specific risk factors for the acquisition of invasive aspergillosis are associated with mortality.                 Label=""DESIGN"" NlmCategory=""METHODS"":Retrospective cohort study (07/1997-12/1999) with screening of 8988 admissions.                 Label=""SETTING"" NlmCategory=""METHODS"":54-bed ICU of the 1060-bed Ghent University Hospital.                 Label=""PATIENTS"" NlmCategory=""METHODS"":38 ICU patients with invasive aspergillosis. Invasive aspergillosis was defined as proven by positive histology and tissue culture and as probable by a combination of clinical suspicion as well as microbiological and radiological data. Seventeen patients had risk factors (neutropenia  haematological malignancy  immunosuppressive therapy). In the other 21 apparently immunocompetent patients  invasive aspergillosis was a complication following ARDS  COPD  pneumonia  acute liver failure  burns  severe bacterial infection and malnutrition.                 Label=""MEASUREMENTS"" NlmCategory=""METHODS"":Population characteristics and outcome were compared for patients with and without risk factors for the acquisition of invasive aspergillosis.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Patients with risk factors had higher APACHE II scores. No difference was found between patients with and without risk factors in in-hospital mortality (82% vs. 71%; p=0.431). In patients with specific risk factors  the observed mortality was not different from the mortality as expected on basis of the APACHE II (p=0.940). In patients without risk factors the observed mortality exceeded the expected mortality (p&lt;0.001).                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":The incidence of invasive aspergillosis in this series is 4/1000 admissions. No difference in mortality was found between patients with and without risk factors for the acquisition of invasive aspergillosis. Yet  the prognosis of the patients without risk factors seems to alter more seriously by the development of this infection. "
76,705,705,Elena,NO,Invasive aspergillosis in critically ill patients without malignancy.,"Meersseman, W",15229094,2004,10.1164/rccm.200401-093OC,Am J Respir Crit Care Med,eng,United States,Using criteria designed for invasive aspergillosis (IA) in patients with cancer  we aimed to determine the impact of IA in patients without malignancy in a medical intensive care unit (ICU). In this retrospective study  127 patients out of 1 850 admissions (6.9%) hospitalized between 2000 and 2003 had microbiological or histopathologic evidence of Aspergillus during their ICU stay. There were 89 cases (70%) without hematologic malignancy. These patients were classified as proven IA (n = 30)  probable IA (n = 37)  possible IA (n = 2)  or colonization (n = 20). In these patients  mean SAPS II score was 52 with a predicted mortality of 48%. The observed mortality was 80% (n = 71). Mortality of the proven and the probable IA was 97 and 87%  respectively. Postmortem examination was done in 46 out of 71 patients  and 27 autopsies (59%) showed hyphael invasion with Aspergillus. Aspergillus infections occurred in five critically ill patients with proven IA who did not have any predisposing factors according to the currently available definitions. Three of these patients had Child C liver cirrhosis. IA is an emerging and devastating infectious disease in patients in the ICU without malignancy. In those patients  host criteria for probable fungal infections should probably be adapted.
77,706,706,Elena,contact,Invasive aspergillosis before allogeneic hematopoietic stem cell transplantation: 10-year experience at a single transplant center.,"Fukuda, T",15205670,2004,10.1016/j.bbmt.2004.02.006,Biol Blood Marrow Transplant,eng,United States,Hematopoietic stem cell transplantation (HCT) in patients with prior or active invasive aspergillosis (IA) is a frequent consideration. We reviewed outcomes of 2319 patients who underwent transplantation between 1992 and 2001 in our institution  among whom 45 patients (1.9%) had a known history of IA before HCT. Posttransplantation IA occurred in 13 of these 45 patients with a pretransplantation history (29%). Nine infections were considered recurrent by anatomic site and timing. Compared with all other patients who received allogeneic HCT during the same period  patients with histories of IA had lower overall survival (56% versus 77%; P =.0001) and higher transplant-related mortality (TRM; 38% versus 21%; P =.0001) 100 days after HCT  associated mainly with IA and other pulmonary complications. Among patients with prior IA  posttransplantation IA occurred more frequently in patients who received &lt;1 month of antifungal therapy before HCT (4/6 versus 6/39; P =.001). The probability of posttransplantation IA and overall survival among patients who received &gt;1 month of antifungal therapy and had resolution of radiographic abnormalities were not different from those of patients without prior IA. Patients with prior IA who received conditioning with total body irradiation (TBI) had higher TRM compared with those who received nonmyeloablative and non-total body irradiation-based regimens (16/31 versus 2/14; P =.024). Thus  the duration of antifungal therapy before transplantation  the resolution of radiographic abnormalities  and conditioning regimens are important variables to consider for minimizing the risk for IA recurrence and TRM after allogeneic HCT.
78,708,708,Elena,contact,Risk factors for post-engraftment invasive aspergillosis in allogeneic stem cell transplantation.,"Thursky, K",15156166,2004,10.1038/sj.bmt.1704543,Bone Marrow Transplant,eng,England,The majority of invasive aspergillosis (IA) in allogeneic stem cell transplantation (SCT) occurs during the post-engraftment period. We used Cox proportional hazards regression to evaluate post-engraftment IA risk in a cohort of 217 allogeneic SCT recipients from 1991 to 1998. The aim was to quantify the effects of dose-intensity and duration of corticosteroids and other risk factors. Median duration of follow-up was 330 days. There were 19 cases of IA (overall 8.8%) with 14 post-engraftment infections. In the final model  the risk of IA was greatest within 2 weeks of high-dose corticosteroids (HR 8.5  P=0.003)  with risk extending to 4 weeks with doses of 0.25-1 mg/kg/day (HR 3.1  P=0.08). Ganciclovir was associated with greatest risk (HR 13.6). Grade 3 or 4 acute GVHD (HR 5.7) and secondary neutropenia (HR=1.3) were also additive risks. In the univariate analysis  corticosteroid doses of 0.25-1.0 mg/kg/day for any duration between 2 and 10 weeks demonstrated prolonged risk for IA. Moderate doses of corticosteroids can confer an increased risk for IA for extended periods which is almost as marked as that conferred by higher doses. Knowledge of these risks may facilitate the development of targeted surveillance and prophylaxis strategies for prevention of IA.
79,710,710,Elena,YES,Risk factors of invasive aspergillosis after heart transplantation: protective role of oral itraconazole prophylaxis.,"Muñoz, P",15023157,2004,10.1111/j.1600-6143.2004.00390.x,Am J Transplant,eng,United States,The study was designed to identify a subset of heart transplant (HT) recipients who could benefit from the administration of targeted antifungal prophylaxis and to evaluate the efficacy of oral itraconazole as the preventive drug. We have analyzed the risk factors for invasive aspergillosis (IA) in our entire population of HT recipients (1988-2002) and also the role of oral itraconazole prophylaxis that was provided to all patients since 1995 [400 mg q.d. of itraconazole oral (PO) for 3-6 months]. There were 24 cases of IA. Our main results indicate that the independent risk factors for IA after heart transplantation are: re-operation (RR 5.8; 95% CI 1.8-18  p=0.002)  cytomegalovirus (CMV) disease (RR 5.2; 95% CI 2-13.9  p=0.001)  post-transplant hemodialysis (RR 4.9; 95% CI 1.2-18  p=0.02)  and the existence of an episode of IA in the HT program 2 months before or after the transplantation date (RR 4.6; 95% CI 1.5-14.4  p=0.007). Itraconazole prophylaxis showed an independent protective value against developing IA (RR 0.2; 95% CI 0.07-0.9  p=0.03) and also determined a significantly prolonged 1-year survival (RR 0.5; 95% CI 0.3-0.8  p=0.01). We believe that antifungal prophylaxis in heart transplant patients should be offered at least to patients with one or more of these predisposing conditions.
80,718,718,Elena,NO,Invasive aspergillosis in the setting of cardiac transplantation.,"Montoya, JG",12975755,2003,10.1086/376527,Clin Infect Dis,eng,United States,Among patients undergoing heart transplantation  Aspergillus is the opportunistic pathogen with the highest attributable mortality. The median time of onset from transplantation for invasive pulmonary aspergillosis (IPA) was 46 days  but the median time to first positive culture result was 104 days among patients with Aspergillus colonization but no invasive disease. Most patients with IPA presented with fever and cough within the first 90 days of transplantation and with single or multiple pulmonary nodules. None of the heart transplant recipients with either IPA or invasive extrapulmonary aspergillosis (IEPA) had associated neutropenia. Human leukocyte antigen A1 locus was found significantly more frequently among patients colonized with Aspergillus than among patients with IPA (P&lt;.006) or IEPA (P&lt;.001). Even in the absence of neutropenia  IPA should be suspected for heart transplant recipients who have fever and respiratory symptoms within the first 3 months of transplantation  have a positive result of culture of respiratory secretions  and have abnormal radiological findings (particularly nodules).
81,736,736,Elena,NO,Risk factors for invasive aspergillosis in liver transplant recipients.,"Fortún, J",12424722,2002,10.1053/jlts.2002.36239,Liver Transpl,eng,United States,Aspergillosis is a potential  severe  and usually early complication of liver transplantation. New promising strategies  such as detecting Aspergillus antigenemia  have been used for the diagnosis of aspergillosis in immunosuppressed patients  but the impact in solid organ transplantation is not well known. A case-control study in 260 adults who underwent liver transplantation from January 1994 to June 2000 was performed. A case was defined as any liver transplant recipient with a proven or probable diagnosis of invasive aspergillosis. Controls were defined as a liver transplant recipient without aspergillosis infection with a survival longer than two months after transplantation. Clinical and analytical variables  including Aspergillus antigenemia  were compared. A special analysis was performed in patients in whom late aspergillosis developed (after day 100 posttransplantation). Among 260 patients  invasive aspergillosis developed in 15 (5.6%). Median time from transplantation to aspergillosis in 13 patients with sufficient data for analysis was 126 days (range  22 to 1117). Seven (54%) developed the infection after day 100 posttransplantation. Thirty-eight patients were used as controls. Antigenemia was available in nine of 13 cases and in 33 of 38 controls. By multivariate analysis  retransplantation (OR  29.9 [95% CI  2.1 to 425.1])  dialysis requirements after transplantation (OR  24.5 [95% CI  1.25 to 354])  and the presence of Aspergillus antigenemia in serum at any time point after transplantation (OR  50.0 [95% CI  3.56 to 650]) were independently associated to aspergillosis. In the subgroup of patients that developed late aspergillosis  cytomegalovirus infection (OR  6.7 [95% CI  1.0 to 42.5]) was the only independent factor associated. Hepatic and renal dysfunction predispose to Aspergillus infection in liver transplant recipients. Cytomegalovirus infection and increased immunosuppression favor invasive aspergillosis during the late posttransplantation period. Aspergillus antigenemia seems to be a good predictor of invasive aspergillosis.
82,737,737,Elena,YES,Invasive aspergillosis in allogeneic stem cell transplant recipients: changes in epidemiology and risk factors.,"Marr, KA",12393425,2002,10.1182/blood-2002-05-1496,Blood,eng,United States,The incidence of postengraftment invasive aspergillosis (IA) in hematopoietic stem cell transplant (HSCT) recipients increased during the 1990s. We determined risks for IA and outcomes among 1682 patients who received HSCTs between January 1993 and December 1998. Risk factors included host variables (age  underlying disease)  transplant variables (stem cell source)  and late complications (acute and chronic graft-versus-host disease [GVHD]  receipt of corticosteroids  secondary neutropenia  cytomegalovirus [CMV] disease  and respiratory virus infection). We identified risk factors associated with IA early after transplantation (&lt;or= 40 days) and after engraftment (41-180 days). Older patient age was associated with an increased risk during both periods. Chronic myelogenous leukemia (CML) in chronic phase was associated with low risk for early IA compared with other hematologic malignancies  aplastic anemia  and myelodysplastic syndrome. Multiple myeloma was associated with an increased risk for postengraftment IA. Use of human leukocyte antigen (HLA)-matched related (MR) peripheral blood stem cells conferred protection against early IA compared with use of MR bone marrow  but use of cord blood increased the risk of IA early after transplantation. Factors that increased risks for IA after engraftment included receipt of T cell-depleted or CD34-selected stem cell products  receipt of corticosteroids  neutropenia  lymphopenia  GVHD  CMV disease  and respiratory virus infections. Very late IA (&gt; 6 months after transplantation) was associated with chronic GVHD and CMV disease. These results emphasize the postengraftment timing of IA; risk factor analyses verify previously recognized risk factors (GVHD  receipt of corticosteroids  and neutropenia) and uncover the roles of lymphopenia and viral infections in increasing the incidence of postengraftment IA in the 1990s.
83,819,819,Elena,NO,Cytomegalovirus infection is a risk factor for invasive aspergillosis in lung transplant recipients.,"Husni, RN",9524855,1998,10.1086/514599,Clin Infect Dis,eng,United States,Invasive aspergillosis (IA) remains a major cause of morbidity and mortality following solid organ transplantation. To assess the incidence of IA following lung transplantation and to identify risk factors for its occurrence  we performed a case-control study involving 101 patients undergoing lung transplantation at our institution from 1990 to 1995 and reviewed the findings. Fourteen patients (14%) developed IA. The mean time from transplantation to diagnosis was 15 months. Nine patients died; the mean time to death from diagnosis was 13 days. Risk factors associated with developing IA included concomitant cytomegalovirus (CMV) pneumonia or viremia and culture isolation of Aspergillus species from a respiratory tract specimen after lung transplantation. Optimal strategies to prevent IA in lung transplant recipients remain to be determined  but prevention of aspergillus airway colonization and CMV viremia and disease after transplantation may be important targets for prophylactic interventions.
